Nom de l'offre touristique;Type de restaurant;Catégorie du restaurant;Adresse1;Adresse2;Adresse3;Code postal;Cedex;Bureau distributeur;Commune;Code Insee de la Commune;latitude;longitude;Situation de l'offre;N° de téléphone mobile;N° de téléphone fixe;N° de fax;Adresse e-Mail;Url du site web;Url pour accéder à la vidéo;Type de plateforme/url;widget tripadvisor;Code Embed pour intégrer une video;Classement dans les guides restaurants;Label classement logis;Label tourisme handicap;Animal accepté: oui / non;Complément information animal accepté;Labels;Service(s) proposé(s) sur l'équipement;Nombre max couverts;Nombre salles restaurant;Nombre max couverts en terrasse;Nombre salles de réunion;Nombre salles climatisées;Présence de l'offre sur les grands itinéraires vélo;Langue(s) parlée(s) à l'accueil;Langue(s) parlée(s) à l'accueil;Nombre personnes min pour les groupes;Nombre personnes max pour les groupes;Ouvert toute l'année: oui / non;Horaires d'ouvertures;Moyen(s) de réservation directe;Centrale de réservation en ligne?;Moyen(s) de réservation en ligne;Tarifs;Mode(s) de paiement accepté(s);localisation;Département
To Sushi;Restaurant;Cuisine du Monde;;82 Chemin de César;;72230;;;RUAUDIN;72260;47.95474;0.22956;;;02 43 41 05 29;;tosushi72230@gmail.com;http://www.tosushi72.fr/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.95474, 0.22956;Sarthe
TOMATE ET BASILIC;;Restauration rapide;;2 Place Saint Martin;;44118;;;LA CHEVROLIERE;44041;47.09393;-1.61204;;;02 40 33 66 41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.09393, -1.61204;Loire-Atlantique
Tonton Foch;Restaurant;Brasserie;;4 boulevard du Maréchal Foch;;49100;;;ANGERS;49007;47.47019;-0.54846;;;09 81 77 71 81;;tontonfoch@gmail.com;http://www.tontonfoch.com;;"Facebook||https://www.facebook.com/tontonfoch ; Instagram||https://www.instagram.com/tontonfoch/";;;;;;oui;;;Chaise haute / Réhausseur,Climatisation,Plats à emporter,Service en terrasse;102;3;66;;;;Anglais,Français;oui;;80;;"01/01/2024||31/12/2024||||||12:00||00:00||||||12:00||00:00||||||12:00||00:00||||||12:00||02:00||||||12:00||02:00||||||12:00||02:00||||||10:45||15:15|||| ; 01/01/2025||31/12/2025||||||12:00||00:00||||||12:00||00:00||||||12:00||00:00||||||12:00||02:00||||||12:00||02:00||||||12:00||02:00||||||10:45||15:30|||| ; 01/01/2026||31/12/2026||||||12:00||00:00||||||12:00||00:00||||||12:00||00:00||||||12:00||02:00||||||12:00||02:00||||||12:00||02:00||||||11:00||15:00||||";Lien de réservation||||;;;;Cartes bancaires,Espèces,Tickets Restaurant,Carte Ticket Restaurant;47.47019, -0.54846;Maine-et-Loire
Traiteur - J Prends Goût;;Cuisine traditionnelle;;14 Rue de la Rivière;;72190;;;SAINT-PAVACE;72310;48.0349259;0.18722207;;06 60 14 61 75;;;jprendsgout@gmail.com;https://www.jprendsgout.com/;;"Facebook||https://www.facebook.com/jprendsgout/ ; Instagram||https://www.instagram.com/juliedejprendsgout/";;;;;;;;;Plats à emporter,Traiteur;;;;;;;;;;;oui;;Julie||06 60 14 61 75||jprendsgout@gmail.com;oui;||https://www.jprendsgout.com/||||06 60 14 61 75||jprendsgout@gmail.com;;;48.0349259, 0.18722207;Sarthe
Traiteur - JO Traiteur Viande;;Cuisine traditionnelle;ZA du Plessis;11 rue des artisans;;44521;;;OUDON;44115;47.3571572;-1.301765;;;02 40 98 14 25;;joel.bazin.traiteur@gmail.com;;;;;;;;;;;;Plats à emporter,Traiteur;;;;;;;;oui;;;;;;;;;Cartes bancaires,Chèques bancaires et postaux,Espèces,Virement;47.3571572, -1.301765;Loire-Atlantique
Traiteur - Sucre Roux;;;Centre commercial du Super U;89 Rue du Souvenir;;44850;;;LIGNE;44082;47.4120341;-1.3788675;;;09 85 20 74 34;;contact@sucreroux.com;https://sucreroux.com/;;"Facebook||https://www.facebook.com/sucreroux44 ; Instagram||https://www.instagram.com/sucre_roux_cake_design_nantes/";;;;;;;;;Plats à emporter,Traiteur;;;;;;;;;;;oui;;Sucre Roux||09 85 20 74 34||contact@sucreroux.com;;;||||||Les tarifs sont valorisés à partir de 8 € la part avec un minimum de 14 parts par commande.;;47.4120341, -1.3788675;Loire-Atlantique
Traiteur l'Aparté;Restaurant;;;23 rue des pétrels;;44500;;;LE POULIGUEN;44135;47.27834;-2.43043;;;02 40 42 31 97;;laparte-creat@orange.fr;http://www.laparte.pro;;;;;;;;oui;;;;;;;;;;;;;;;;;;;;;47.27834, -2.43043;Loire-Atlantique
Traiteur les Délices;;Cuisine traditionnelle;;16 Rue Jean-Baptiste Robin;;53940;;;AHUILLE;53001;48.0183367;-0.8727654;;;0243660251;;contact@traiteurlesdelices.com;https://www.traiteur-lesdelices-mayennes.fr/;;Facebook||https://www.facebook.com/people/Traiteur-Les-D%C3%A9lices/61556743036049/;;;;;;;;;Plats à emporter,Traiteur;;0;;;;;;;;;oui;||||||||09:00||17:30||||||09:00||17:30||||||09:00||17:30||||||09:00||17:30||||||09:00||17:30||||||09:00||17:30||||||||||||;||02 43 66 02 51||contact@traiteurlesdelices.com;;;;Chèques bancaires et postaux,Virement;48.0183367, -0.8727654;Mayenne
Traiteur Ô Saveurs de Bercé;;;;2 Avenue de Tours;;72500;;;MONTVAL-SUR-LOIR;72071;47.689722;0.427696;;;02 43 46 91 82;;osaveursdeberce@gmail.com;https://osaveursdeberce.fr/;;"Facebook||https://www.facebook.com/%C3%94-Saveurs-De-Berc%C3%A9-551839211974930/ ; Instagram||https://www.instagram.com/osaveursdeberce/";;;;;;non;;;Plats à emporter,Traiteur;;;;;;;Anglais,Français;non;;;;;;;;;Cartes bancaires,Chèques bancaires et postaux,Espèces,Tickets Restaurant,Virement;47.689722, 0.427696;Sarthe
Tutti Pizza CEA;;;;5 Rue du Vieux Château;CHEMILLÉ;49670;;;CHEMILLE-EN-ANJOU;49092;47.2125832;-0.5941576;;;02 41 62 99 84;;tuttipizza.chemille@gmail.com;https://chemille-en-anjou.tutti-pizza.com/;;Facebook||https://www.facebook.com/p/Tutti-Pizza-Chemille-100054314298877/;;;;;;;;;;;;;;;;;;;;oui;;;;;;;47.2125832, -0.5941576;Maine-et-Loire
TY KASHA;Restaurant;Crêperie;;15 Avenue du Commandant l'Herminier;;44600;;;SAINT-NAZAIRE;44184;47.2854948;-2.2134618;Gare SNCF||||0,2;;02 40 66 08 98;;;;;"Facebook||https://www.facebook.com/people/Ty-Kasha/61580241015421/ ; #Instagram||https://www.instagram.com/tykasha_/?hl=fr";;;;;;oui;;;WiFi;40;2;;;;;Français;oui;;;oui;01/01/2026||31/12/2026||Ouvert du lundi au vendredi||Fermé le samedi et le dimanche||12:00||14:00||19:00||21:00||12:00||14:00||19:00||21:00||12:00||14:00||19:00||21:00||12:00||14:00||19:00||21:00||12:00||14:00||19:00||21:00||||||||||||||||;Laurent ROCHER||02 40 66 08 98||;;;Plats à la carte||6,00||16,70||;Cartes bancaires,Espèces,Tickets Restaurant;47.2854948, -2.2134618;Loire-Atlantique
Une Pizza à la Mer;Restaurant;Pizzeria;;10 quai Jules Sandeau;;44510;;;LE POULIGUEN;44135;47.27742;-2.42823;;;02 40 15 16 67;;;https://www.pizzeria-restaurant-lepouliguen.fr;;;;;;;;oui;;;;40;;30;;;;Anglais;oui;;;;;;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Tickets Restaurant;47.27742, -2.42823;Loire-Atlantique
Woods Bar;Bar;;;388 Route du Petit Bel Oeuvre;;72230;;;RUAUDIN;72260;47.9502158;0.2317944;;;02 43 18 94 33;;;;;"Facebook||https://www.facebook.com/profile.php?id=61584704973590&locale=fr_FR ; Instagram||https://www.instagram.com/woods_barlm/ ; Tiktok||https://www.tiktok.com/@woodsbarlm?_r=1&_t=ZN-97LMIed3MBy";;;;;;oui;;;Climatisation,WiFi;130;;80;;1;;Anglais,Français;oui;;;oui;06/04/2026||31/12/2040||||||||||||||15:00||23:00||||||15:00||23:00||||||15:00||23:00||||||15:00||23:00||||||15:00||23:00||||||||||||;;;;;Cartes bancaires,Espèces;47.9502158, 0.2317944;Sarthe
Youko Sushi;Restaurant;Cuisine du Monde;;3 rue de la Baie d'Hudson;;49300;;;CHOLET;49099;47.07227;-0.84113;;;02 41 49 40 83;;sushi.cholet@gmail.com;https://www.youkosushi.fr;;;;;;;;;;;WiFi;;;;;;;Français;;;;;;;;;;Cartes bancaires,Chèques Vacances,Espèces,Tickets Restaurant;47.07227, -0.84113;Maine-et-Loire
À Table;Restaurant;Cuisine traditionnelle;65 rue des Sablons;;;72320;;;VIBRAYE;72373;48.05949;0.73642;;;09 55 44 22 42;;contact@atablevibraye.fr;www.atablevibraye.fr;;;;;;;;oui;;;Banquet,Livraison à domicile,Plats à emporter,Service en terrasse,Traiteur,WiFi;70;2;20;;;;Anglais,Français;oui;10;70;oui;23/01/2026||31/12/2028||||||09:00||16:00||||||09:00||16:00||||||09:00||16:00||||||09:00||16:00||||||09:00||16:00||||||||||||||||||||;;;;;Cartes bancaires,Chèques Vacances,Espèces,Virement;48.05949, 0.73642;Sarthe
Ô Bar'Bu;Restaurant;;;151 Avenue du Général de Gaulle;;44500;;;LA BAULE-ESCOUBLAC;44055;47.28639;-2.39173;;;02 40 23 74 27;;dugast.loic@gmail.com;http://www.obarbu.com;;;;;;;;oui;;;;;;;;;;;;;;;;;;;;;47.28639, -2.39173;Loire-Atlantique
Ô Bon Sarthois;Restaurant;Cuisine traditionnelle;;Rue du Général Leclerc;;72220;;;ECOMMOY;72124;47.8245947;0.2692068;"Autoroute||Echangeur d'autoroute, Ecommoy||1 ; Gare SNCF||Gare de Ecommoy||0";;02 43 27 19 08;;Quentin.weiss1998@gmail.com;https://www.obonsarthois-traiteur.fr;;Facebook||https://www.facebook.com/p/O-bon-sarthois-100063727561836/?locale=fr_FR;;;;;;;;;Plats à emporter,Traiteur;;;;;;;;;;;;01/01/2026||31/12/2099||||||08:00||15:00||||||08:00||15:00||||||08:00||15:00||||||08:00||15:00||||||08:00||15:00||||||||||||||||||||;;;;;;47.8245947, 0.2692068;Sarthe
Ô Carré Rouge;Restaurant;Crêperie;;32 avenue de la Vendée;;44140;;;AIGREFEUILLE-SUR-MAINE;44002;47.07521;-1.3977172;;;02 40 33 55 40;;;https://www.facebook.com/ocarrerouge/?locale2=fr_FR&_rdr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.07521, -1.3977172;Loire-Atlantique
Ô TOUR D’UNE PIZZA;Restaurant;Pizzeria;;7 rue de Bretagne;;44117;;;SAINT-ANDRE-DES-EAUX;44151;47.3137433;-2.3118983;Transport en commun||Ligne U4 - Arrêt : Mairie de Saint-André||0,35;;02 40 01 59 38;;;;;Facebook||https://www.facebook.com/%C3%94-tour-dune-Pizza-111675880635409/?ref=page_internal;;;;;;;;;Plats à emporter;;;;;;;;;;;oui;;||02 40 01 59 38||;;;Menu enfant||8,50||||;;47.3137433, -2.3118983;Loire-Atlantique
AUBERGE LES TROIS CHÊNES;Restaurant;Cuisine traditionnelle;;Les 3 Chênes;;44110;;;ERBRAY;44054;47.6586708;-1.272751;;06 47 85 97 50;02 40 55 57 96;;poulainanthony0673@orange.fr;www.auberge-des-trois-chenes.fr;;;;;;;;oui;;;Banquet,Séminaire;120;2;;;;;Anglais;oui;;80;oui;||||Fermé le dernier week-end du mois.||Fermé tous les soirs sauf le samedi soir.||||||||||||||||||||||||||||||||||||||||||||||||||||||||;||02 40 55 57 96||;;;Menu adulte du jour (midi en semaine)||13,80||33,00||;Cartes bancaires,Chèques bancaires et postaux,Tickets Restaurant;47.6586708, -1.272751;Loire-Atlantique
14 Avenue;Restaurant;Pizzeria;;14 avenue Pavie;;44500;;;LA BAULE-ESCOUBLAC;44055;47.28261;-2.40536;;;02 40 60 09 21;;rest14ave@orange.fr;http://www.14avenue-labaule.com;;;;;Gault Millau;;;oui;;;;;;;;;;;;;;;"01/01/2025||31/12/2025||||||||||||||||||||||12:30||13:30||19:30||21:30||12:30||13:30||19:30||21:30||12:30||13:30||19:30||21:30||12:30||13:30||19:30||21:30||12:30||13:30|||| ; 01/01/2026||31/12/2026||||||||||||||||||||||12:30||13:30||19:30||21:30||12:30||13:30||19:30||21:30||12:30||13:30||19:30||21:30||12:30||13:30||19:30||21:30||||||||";;;;;Cartes bancaires,Espèces,Tickets Restaurant;47.28261, -2.40536;Loire-Atlantique
A TAVOLA Restaurant;Restaurant;Pizzeria;;26 avenue de la Monneraye;;44410;;;HERBIGNAC;44072;47.44912;-2.31318;;;02 40 22 27 38;;pizzeriaatavola@orange.fr;http://www.restaurant-pizza-emporter-atavola-herbignac.com/;;;;;;;;oui;;;;;;;;;;;;;;;;;;;;;47.44912, -2.31318;Loire-Atlantique
Acropole Restaurant;Restaurant;Cuisine traditionnelle;;Parc du Bon Puits RN 23;Saint-Sylvain-d'Anjou;49480;;;VERRIERES-EN-ANJOU;49323;47.4977;-0.49149;;;02 41 60 87 88;;acropole@brithotel.fr;https://hotel-angers.brithotel.fr/restauration/restaurant;;Facebook||https://www.facebook.com/brithotelangers/;;;Le petit futé,Michelin;;;oui;;;Chaise haute / Réhausseur,Climatisation,Service en terrasse,Table à langer,WiFi;90;1;40;;;;Anglais,Espagnol,Français;oui;;100;;"01/01/2024||31/12/2024||||||12:00||14:00||19:00||21:30||12:00||14:00||19:00||21:30||12:00||14:00||19:00||21:30||12:00||14:00||||||12:00||14:00|||||||||||||||||||| ; 06/01/2025||19/12/2025||||||12:00||14:00||19:00||21:30||12:00||14:00||19:00||21:30||12:00||14:00||19:00||21:30||12:00||14:00||19:00||21:30||12:00||14:00|||||||||||||||||||| ; 05/01/2026||20/12/2026||||||12:00||14:00||19:00||21:30||12:00||14:00||19:00||21:30||12:00||14:00||19:00||21:30||12:00||14:00||19:00||21:30||12:00||14:00||||||||||||||||||||";;;;"Plats à la carte||17,00|||| ; Menu adulte du jour (midi en semaine)||15,00||||";Cartes bancaires,Chèques Vacances,Espèces,Tickets Restaurant,Virement;47.4977, -0.49149;Maine-et-Loire
Allo Pizza;Restaurant;Pizzeria;;Place de la Poste;;72190;;;SARGE-LES-LE-MANS;72328;48.03377;0.24004;;;02 43 89 04 74;;allopizzap@gmail.com;https://allopizza72.fr/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.03377, 0.24004;Sarthe
Amazing Food;Restaurant;Restauration rapide;;23 rue Sadi Carnot;;49300;;;CHOLET;49099;47.06125;-0.8713;;07 81 17 69 70;;;amazingfood49@gmail.com;https://www.amazingfood49.fr/;;Facebook||https://fr-fr.facebook.com/AMAZING-FOOD-150935308876125/;;;;;;;;;;;;;;;;;;;;;;;;;;;47.06125, -0.8713;Maine-et-Loire
Amorino - glacier - salon de thé;Restaurant;;;40 Avenue du Général de Gaulle;;44500;;;LA BAULE-ESCOUBLAC;44055;47.2833;-2.39198;;;09 75 95 50 92;;labaule@amorino.com;;;;;;;;;oui;;;;;;;;;;;;;;;;;;;;;47.2833, -2.39198;Loire-Atlantique
ARISTIDE;Restaurant;Cuisine traditionnelle;;1 Place Aristide Briand;;44100;;;NANTES;44109;47.2171254;-1.5622676;;;02 49 62 25 06;;contact@aristidenantes.com;http://www.aristidenantes.com/;;;;;Les Tables de Nantes;;;;;;;;;;;;;;;;;;;;;;;;47.2171254, -1.5622676;Loire-Atlantique
Au bois flotté;Restaurant;Pizzeria;;50 avenue de la Liberté;Tharon- Plage;44730;;;SAINT-MICHEL-CHEF-CHEF;44182;47.16505;-2.16692;;;02 40 39 49 06;;auboisflotte@gmail.com;;;;;;;;;oui;;;Plats à emporter;16;1;20;;;;;oui;;36;;;;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Tickets Restaurant;47.16505, -2.16692;Loire-Atlantique
AU BUREAU;Restaurant;Brasserie;;10 Quai François Mitterrand;;44000;;;NANTES;44109;47.2079931;-1.5593072;;;02 28 08 70 76;;;https://www.aubureaunantes.fr/;;;;;;;;non;;;Banquet,Climatisation,Service en terrasse,WiFi;140;1;120;;1;;Anglais,Espagnol,Français;oui;25;200;oui;;;;;;Cartes bancaires,Chèques Vacances,Espèces,Tickets Restaurant;47.2079931, -1.5593072;Loire-Atlantique
Au P'tit resto;Restaurant;Cuisine traditionnelle;;1 Rue de l'Église;;53290;;;SAINT-BRICE;53203;47.8591541;-0.4418045;;;09 56 74 46 11;;auptitresto53@gmail.com;;;Facebook||https://www.facebook.com/profile.php?id=61571377598187;;;;;;non;;;Plats à emporter,Service en terrasse,Traiteur;20;1;;;;;Anglais,Français;oui;;15;oui;;;;;;Cartes bancaires,Chèques bancaires et postaux,Espèces,Tickets Restaurant;47.8591541, -0.4418045;Mayenne
Au Retour du Marché;Restaurant;Cuisine traditionnelle;;3 place de Ladmirault;;44770;;;LA PLAINE-SUR-MER;44126;47.13711;-2.19156;;;02 51 18 24 79;;eurl.ardm@gmail.com;https://www.auretourdumarche.com;;;;;Gault Millau,Le petit futé;;;oui;;;;26;2;10;;;;;oui;;;;;;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Tickets Restaurant;47.13711, -2.19156;Loire-Atlantique
Auberge de la Madeleine;Restaurant;Cuisine traditionnelle;;3 rue de la Navette;;44190;;;GETIGNE;44063;47.0758926;-1.2490218;;;09 61 62 03 92;;contact@aubergedelamadeleine.fr;https://www.aubergedelamadeleine.fr;;Instagram||https://www.instagram.com/aubergedelamadeleine/;;;Les Tables de Nantes;;;non;;;Service en terrasse,WiFi;40;2;20;;0;;Anglais;oui;;40;oui;||||||||||||||||12:00||13:30||||||12:00||13:30||19:00||21:00||12:00||13:30||||||12:00||13:30||19:00||21:00||12:00||13:30||19:00||21:00||||||||;;oui;||https://aubergedelamadeleine.fr/||||||;;Cartes bancaires,Espèces;47.0758926, -1.2490218;Loire-Atlantique
Auberge de la Roche;Restaurant;Restaurant gastronomique - cuisine raffinée;;10 route nationale 23;Saint-Jean-de-Linières;49070;;;SAINT-LEGER-DE-LINIERES;49298;47.45796;-0.65808;;;02 41 39 72 21;;aubergedelaroche49@orange.fr;;;Facebook||https://www.facebook.com/Auberge.de.la.roche.49.restaurant/;;;Gault Millau,Le petit futé;;;oui;;;Chaise haute / Réhausseur,Service en terrasse;70;3;;;;;Anglais,Français;oui;;80;;"01/01/2024||31/12/2024||||||||||||||12:00||13:30||||||12:00||13:30||||||12:00||13:30||||||12:00||13:30||19:00||20:30||12:00||13:30||19:00||20:30||12:00||13:30|||| ; 01/01/2025||31/12/2025||||||12:00||13:30||||||12:00||13:30||||||12:00||13:30||||||12:00||13:30||||||12:00||13:30||19:00||20:30||12:00||13:30||19:00||20:30||12:00||13:30|||| ; 01/01/2026||31/12/2026||||||12:00||13:30||||||12:00||13:30||||||12:00||13:30||||||12:00||13:30||||||12:00||13:30||19:00||20:30||12:00||13:30||19:00||20:30||12:00||13:30||||";;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Tickets Restaurant;47.45796, -0.65808;Maine-et-Loire
Auberge des 3 Moulins de Boussay;Restaurant;Cuisine traditionnelle;;Rousselin;;44190;;;BOUSSAY;44022;47.0422296;-1.2020292;;;02 40 57 89 72;;aubergedeboussay@orange.fr;;;;;;;;;oui;;;Banquet,Service en terrasse;;3;80;;0;;;oui;;50;oui;;;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Tickets Restaurant;47.0422296, -1.2020292;Loire-Atlantique
Auberge Le Vieux Cellier - Restaurant / Traiteur;Restaurant;Restaurant gastronomique - cuisine raffinée;22 rue de la mare;;;44850;;;LE CELLIER;44028;47.3253125;-1.348572;;;02 40 25 40 07;;aubergelevieuxcellier@orange.fr;https://www.aubergelevieuxcellier.fr/;;Facebook||https://www.facebook.com/levieuxcellier44;;;;;;;;;Séminaire,Traiteur;;;;;;;;;;;oui;||||||||||||||||12:00||14:00||||||12:00||14:00||||||12:00||14:00||||||12:00||14:00||19:00||21:00||12:00||14:00||19:00||21:00||12:00||14:00||||;;;;;Cartes bancaires,Espèces;47.3253125, -1.348572;Loire-Atlantique
Aux deux Terrasses;Restaurant;Cuisine traditionnelle;;8 place du Tertre;Brissac-Quincé;49320;;;BRISSAC LOIRE AUBANCE;49050;47.3543528;-0.4480855;"Route (nationale/départ.)||D 55||1 ; Autoroute||A 87||5 ; Gare SNCF||Angers Saint Laud||20 ; Gare routière||Angers||20 ; Transport en commun||Anjou Bus ligne 5||1 ; Aéroport/aérodrome||Angers Loire Aéroport||40";;02 41 68 49 87;;;https://www.quelresto.fr/restaurant/brissac-loire-aubance/aux-2-terrasses_r1000015;"<iframe src=""https://www.facebook.com/plugins/post.php?href=https%3A%2F%2Fwww.facebook.com%2Faux2terrasses%2Fposts%2Fpfbid02QG6LnmCxEy1CstGkQRpFc6p5hNwd8t9ecTUVF9GF3xAcTRrRqNfcsMmRK3uBaNcml&show_text=";"Facebook||https://www.facebook.com/aux2terrasses?fref=ts ; Tripadvisor||http://www.tripadvisor.fr/Restaurant_Review-g1125985-d6750569-Reviews-Aux_2_Terrasses-Brissac_Quince_Maine_et_Loire_Pays_de_la_Loire.html ; Google+||https://www.google.com/search?q=aux+2+terrasses&client=firefox-b-d&sca_esv=72ad2c95dfb5ea62&ei=e0k8Z8PWJb2JkdUPw8uIgAI&ved=0ahUKEwiDgIrC-ueJAxW9RKQEHcMlAiAQ4dUDCA8&uact=5&oq=aux+2+terrasses&gs_lp=Egxnd3Mtd2l6LXNlcnAiD2F1eCAyIHRlcnJhc3NlczIOEC4YgAQYxwEYjgUYrwEyBRAAGIAEMgUQABiABDILEC4YgAQYxwEYrwEyBhAA";;;;;;oui;animaux de compagnie dressés et attachés;Vignobles et découvertes;Bon cadeau,Chaise haute / Réhausseur,Séminaire,Service en terrasse,Table à langer,WiFi;42;2;42;1;0;;Anglais,Espagnol,Français;non;;;oui;;;;;Plats à la carte||19,00||24,00||;Cartes bancaires,Chèques Vacances,Espèces;47.3543528, -0.4480855;Maine-et-Loire
Aux Mille Pizzas;Restaurant;Pizzeria;;29 Place des Halles;;72170;;;BEAUMONT-SUR-SARTHE;72029;48.2256;0.13096;;;02 43 33 95 28;;auxmillepizzas@gmail.com;;;Facebook||https://www.facebook.com/profile.php?id=61567544921289;;;;;;oui;;;Plats à emporter,Service en terrasse;30;1;24;;;;Français;oui;;30;oui;15/09/2025||30/04/2026||Ouvert du mardi au samedi midi et soir et le dimanche soir||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;Aux Mille Pizzas||02 43 33 95 28||;;;"Plats à la carte||12,00||17,40||pour les pizzas ; Plats à la carte||7,50||22,80||pour les kebabs, paninis, américains et burgers ; Menu enfant||6,50||6,50||moins de 10 ans";Cartes bancaires,Chèques Vacances,Espèces,Tickets Restaurant;48.2256, 0.13096;Sarthe
Avvinà;Restaurant;Restaurant gastronomique - cuisine raffinée;;1, Rue Plantagenêt;;49100;;;ANGERS;49007;47.473537;-0.555388;;0637487191;09 65 39 70 92;;direction.avvina@gmail.com;https://www.avvina.fr/;;"Facebook||https://www.facebook.com/AvvinaAngers/ ; Google+||https://maps.google.com/?cid=18209920249897961848 ; Instagram||https://www.instagram.com/avvina_angers";;;;;;;;;Climatisation,Service en terrasse;98;;140;;;;Allemand,Anglais,Espagnol,Français;oui;;150;;01/03/2026||31/10/2026||||||||||||||10:30||15:00||||||10:30||15:00||||||10:30||15:00||||||10:30||15:00||||||10:30||15:00||||||10:30||15:00||18:00||23:00;;;;"Plats à la carte||15,00||30,00|| ; Menu adulte du jour (midi en semaine)||14,00|||| ; Menu adulte soir et week-end||14,00||||";Cartes bancaires,Chèques bancaires et postaux,Tickets Restaurant,Carte Ticket Restaurant;47.473537, -0.555388;Maine-et-Loire
Babam, Brunch & Coffe;Restaurant;Coffee-shop;;26 Rue Grollier;;72200;;;LA FLECHE;72154;47.6986723;-0.0735424;"Gare routière||Gare routière de LaFlèche||0,7 ; Autoroute||Péage de Sablé/La Flèche -A11-Sortie 10||15";;09 72 88 33 82;;babamlafleche@gmail.com;;;Instagram||https://www.instagram.com/babamlafleche/;;;;;;oui;;;Plats à emporter,WiFi;14;1;0;0;;;Français;;;;oui;01/04/2026||31/12/2026||||||||||||||||||||||11:00||18:00||||||11:00||18:00||||||11:00||18:00||||||11:00||18:00||||||10:00||18:00||||;;;;"Plats à la carte||8,50||15,00|| ; Menu adulte du jour (midi en semaine)||13,00||25,00|| ; Menu adulte soir et week-end||13,00||25,00||";Cartes bancaires,Chèques Vacances,Espèces,Tickets Restaurant;47.6986723, -0.0735424;Sarthe
Ban Ban Nouilles;Restaurant;Cuisine du Monde;;32 Rue du Docteur Leroy;;72000;;;LE MANS;72181;48.00231;0.19616;;;09 55 81 52 53;;;https://banbannouilles.com/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.00231, 0.19616;Sarthe
Bar - Restaurant Bonheur;;Bistrot / bar à vin;;1286 rue des Moulins;;49400;;;SAUMUR;49328;47.255778;-0.071225;;;02 41 53 28 15;;bonheursaumur49@gmail.com;https://www.bonheursaumur.fr;;Instagram||https://www.instagram.com/bonheursaumur/;;;;;;oui;Tenu en laisse.;;Service en terrasse,Table à langer;;;;;;;Anglais,Espagnol,Français;;;40;;01/01/2026||31/12/2026||Pour connaitre le détail, contacter l'établissement.||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;Cartes bancaires;47.255778, -0.071225;Maine-et-Loire
Bar de la Marine;Restaurant;Cuisine traditionnelle;1, place du Général De Gaulle;;Montjean-sur-Loire;49570;;;MAUGES-SUR-LOIRE;49244;47.39197;-0.86112;;;02 41 39 04 97;;;;;Facebook||https://www.facebook.com/LaMarineCafe/;;;;;;;;;;;1;;;;;;;;;;;||02 41 39 04 97||;;;;Cartes bancaires,Espèces;47.39197, -0.86112;Maine-et-Loire
Bar du Palais;;Bistrot / bar à vin;;20 Rue Daniel Oehlert;;53000;;;LAVAL;53130;48.06848;-0.77332;;;02 43 53 13 98;;;;;;;;;;;;;;;;;;;;;;;;;;||||||||||||||||09:00||22:00||||||09:00||22:00||||||09:00||22:00||||||09:00||22:00||||||07:00||22:00||||||||||||;;;;;;48.06848, -0.77332;Mayenne
